gift_id,period_start,period_end,gift,recipient_first_name,recipient_last_name,recipient_title,value,department,lobbyist_id,lobbyist_firstname,lobbyist_lastname,created_date
333,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,water bottle at conference,Lois,Scott,CFO,4,FINANCE,9292,William,Thompson,2012-09-27T00:00:00.000
332,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Hugh,Russell,Dr.,12,FIRE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00.000
331,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Edgar,Ignacio,employee,12,FIRE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00.000
330,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Elizabeth,Horton-Newkirk,employee,12,FIRE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00.000
329,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Cheryl,Tomaszenski,employee,12,FIRE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00.000
328,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Marie,Ewing,employee,12,POLICE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00.000
327,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,chocolates,Sylvia,Tienda,Commander,12,FIRE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00.000
326,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Rula,McCarthy,employee,12,FIRE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00.000
325,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Sheree,Jones,employee,12,POLICE DEPARTMENT,9219,Amy,Garman,2012-09-27T00:00:00.000
324,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Amer,Ahmad,Comptroller,10,FINANCE,9205,Thomas,Coverick,2012-09-27T00:00:00.000
323,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Jeremy,Fine,Dep. Comptroller,10,FINANCE,9205,Thomas,Coverick,2012-09-27T00:00:00.000
322,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Lois,Scott,CFO,10,FINANCE,9205,Thomas,Coverick,2012-09-27T00:00:00.000
321,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Jacob,Stern,Exec. Asst,10,FINANCE,9205,Thomas,Coverick,2012-09-27T00:00:00.000
301,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Charitable Dinner - Mt. Sinai,Jason,Ervin,Alderman,50,CITY COUNCIL / ALDERMEN,5613,Albert,Grace,2012-09-18T00:00:00.000
288,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Elizabeth,Horton-Newkirk,employee,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00.000
287,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Hugh,Russell,Dr.,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00.000
286,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Rula,McCarthy,employee,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00.000
285,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Edgar,Ignacio,employee,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00.000
284,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Cheryl,Tomaszenski,employee,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00.000
283,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Marie,Ewing,employee,12,POLICE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00.000
282,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Sheree,Jones,employee,12,POLICE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00.000
281,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,chocolates,Sylvia,Tienda,Commander,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00.000
269,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Will,Burns,alderman,20,CITY COUNCIL / ALDERMEN,5717,Joseph,McDermott,2012-08-29T00:00:00.000
268,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Mark,Angelson,dputy mayor,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00.000
267,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Gary,McCarthy,commissioner,35,POLICE DEPARTMENT,5980,Michael,Mini,2012-08-29T00:00:00.000
266,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,David,Spielfogel,chief of policy and strategic planning,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00.000
265,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Bechara,Choucair,commissioner,35,HEALTH DEPARTMENT,5980,Michael,Mini,2012-08-29T00:00:00.000
264,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Tom,Byrne,Commissioner,35,STREETS & SANITATION,5980,Michael,Mini,2012-08-29T00:00:00.000
263,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Tom,Powers,commissioner,35,WATER MANAGEMENT,5980,Michael,Mini,2012-08-29T00:00:00.000
262,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Lois,Scott,CFO,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00.000
261,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Robert,Johnson Jr,staff,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00.000
260,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Sean,Rapelya,staff,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00.000
259,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Maria,Guerra,staff,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00.000
258,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Farzin,Parang,staff,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00.000
257,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Matt,Hynes,director,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00.000
256,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Theresa,Mintle,Chief of Staff,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00.000
255,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Gabe,Klein,commissioner,35,TRANSPORTATION,5980,Michael,Mini,2012-08-29T00:00:00.000
254,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Andrew,Mooney,commissioner,35,HOUSING AND ECONOMIC DEVELOPMENT,5980,Michael,Mini,2012-08-29T00:00:00.000
253,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Rosemary,Krimbel,commissioner,35,BUSINESS AFFAIRS AND CONSUMER PROTECTION (BACP),5980,Michael,Mini,2012-08-29T00:00:00.000
252,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Michael,Merchant,commissioner,35,BUILDINGS,5980,Michael,Mini,2012-08-29T00:00:00.000
251,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Rosemarie,Adnolino,commissioner,35,AVIATION,5980,Michael,Mini,2012-08-29T00:00:00.000
250,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Debra,Silverstein,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
249,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Joe,Moore,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
248,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Willie,Cochran,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
247,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Harry,Oserman,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
246,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Ameya,Pawar,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
245,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,James,Cappleman,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
244,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,John,Arena,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
243,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Thomas,Tunney,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
242,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Michele,Smith,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
241,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Brendan,Reilly,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
240,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Mary,O'Connor,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
239,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Partick,O'Connor,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
238,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Margaret,Laurino,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
237,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Timothy,Cullerton,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
236,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Emma,Mitts,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
235,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Nicholas,Sposato,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
234,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Rey,Colon,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
233,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Carrie,Austin,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
232,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Richard,Mell,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
231,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Scott,Waguespack,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
230,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Ray,Suarez,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
229,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Ariel,Reboyras,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
228,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Deborah,Graham,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
227,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Jason,Ervin,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
226,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Walter,"Burnett, Jr",alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
225,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Roberto,Maldonado,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
224,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Daniel,Solis,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
223,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Michael,Chandler,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
222,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Michael,Zalewski,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
221,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Ricardo,Munoz,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
220,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Howard,"Brookins, Jr",alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
219,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Matthew,O'Shea,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
218,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Lona,Lane,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
217,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Latasha,Thomas,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
216,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,JoAnn,Thompson,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
215,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Toni,Foulkes,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
214,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Edward,Burke,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
213,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Marty,Quinn,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
212,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,George,Cardenas,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
211,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,James,Balcer,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
210,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,John,Pope,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
209,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Anthony,Beale,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
208,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Michelle,Harris,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
207,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Sandi,Jackson,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
206,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Roderick,Sawyer,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
205,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Leslie,Hairston,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
204,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Will,Burns,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
203,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Pat,Dowell,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
202,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Robert,Fioretti,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
201,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast at Chamber Annual Meeting,Proco Joe,Moreno,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00.000
121,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Invitation for breakfast,Rahm,Emanuel,Mayor,35,CITY COUNCIL / ALDERMEN,5979,Gerald,Roper,2012-08-22T00:00:00.000
101,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,water bottle at conference,Lois,Scott,CFO,4,FINANCE,5886,William,Thompson,2012-08-21T00:00:00.000
90,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,breakfast,Howard,Brookins,Alderman,24,CITY COUNCIL / ALDERMEN,6082,Daniel,Lynch,2012-08-14T00:00:00.000
89,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,breakfast,Brendan,Reilly,Alderman,24,CITY COUNCIL / ALDERMEN,6082,Daniel,Lynch,2012-08-14T00:00:00.000
88,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Breakfast,Mary,O'Connor,Alderman,24,CITY COUNCIL / ALDERMEN,6082,Daniel,Lynch,2012-08-14T00:00:00.000
87,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,Breakfast,Patrick,O'Connor,Alderman,24,CITY COUNCIL / ALDERMEN,6082,Daniel,Lynch,2012-08-14T00:00:00.000
86,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,breakfast,Timothy,Cullerton,Alderman,24,CITY COUNCIL / ALDERMEN,6082,Daniel,Lynch,2012-08-14T00:00:00.000
65,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Will,Burns,Alderman,30.75,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2012-08-13T00:00:00.000
64,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,JoAnn,Thompson,Alderman,41,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2012-08-13T00:00:00.000
63,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Marge,Laurino,Alderman,41,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2012-08-13T00:00:00.000
62,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Pat,Dowell,Alderman,41,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2012-08-13T00:00:00.000
61,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Mary,O'Connor,Alderman,41,CITY TREASURER,5778,Margaret,Houlihan,2012-08-13T00:00:00.000
42,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,meal,Joe,Moore,Alderman,11.9,CITY COUNCIL / ALDERMEN,5757,Richard,Erickson,2012-08-09T00:00:00.000
41,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,meal,Proco Joe,Moreno,Alderman,18,CITY COUNCIL / ALDERMEN,5757,Richard,Erickson,2012-08-09T00:00:00.000
24,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Amer,Ahmad,Comptroller,10,FINANCE,5599,Thomas,Coverick,2012-08-06T00:00:00.000
23,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Jeremy,Fine,Dep. Comptroller,10,FINANCE,5599,Thomas,Coverick,2012-08-06T00:00:00.000
22,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Jacob,Stern,Exec. Asst,10,FINANCE,5599,Thomas,Coverick,2012-08-06T00:00:00.000
21,2012-01-01T00:00:00.000,2012-06-30T00:00:00.000,lunch,Lois,Scott,CFO,10,FINANCE,5599,Thomas,Coverick,2012-08-06T00:00:00.000
